category,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,last12mos
Vehicle Theft,17033,15486,15171,14232,12184,10812,18754,18209,17412,15675,21289,24307,25411,25865,26120
