category,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,last12mos
Sexual Assault,1542,1392,1568,1490,1184,1717,2319,2202,2193,1905,1583,1629,1601,1398,1303
