"LURN_SAK","INCIDENT_DATE","INCIDENT_REPORTED_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","GANG_RELATED","UNIT_ID","UNIT_NAME","LONGITUDE","LATITUDE","PART_CATEGORY"
19758626,"11/16/2021 05:30:00 PM","11/17/2021","VANDALISM","261","VANDALISM MISD","18700 PIONEER BLVD, ARTESIA, CA 90701","18700 PIONEER BLVD","ARTESIA","90701","921-21045-1349","1349","21045","NO","CA0190013","LAKEWOOD",-118.082,33.86,2
19762073,"06/12/2021 12:00:00 PM","11/21/2021","SEX OFFENSES MISDEMEANORS","134","SEX MISDEMEANORS: Annoy/Molest Children","6200 FRONDOSA ST, MALIBU, CA","6200 FRONDOSA ST","MALIBU",,"021-06962-1011","1011","06962","NO","CA0190022","MALIBU/LOST HILLS",-118.842,34.034,2
19767974,"11/30/2021 03:20:00 AM","11/30/2021","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","12200 SUNNYBROOK LN, WHITTIER, CA 90604","12200 SUNNYBROOK LN","WHITTIER","90604","921-12899-0495","0495","12899","NO","CA0190004","NORWALK",-118.032,33.917,1
19769832,"12/02/2021 03:00:00 PM","12/02/2021","VANDALISM","264","VANDALISM: Graffiti/Tagging","500 E SEPULVEDA BLVD, CARSON, CA","500 E SEPULVEDA BLVD","CARSON",,"921-11609-1624","1624","11609","NO","CA0190016","CARSON",-118.266,33.807,2
19772243,"12/06/2021 04:29:24 AM","12/06/2021","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","5000 FAIR ST, COMMERCE, CA 90040","5000 FAIR ST","COMMERCE","90040","921-16365-0245","0245","16365","NO","CA0190002","EAST LOS ANGELES",-118.163,34.007,1
19773933,"12/07/2021 10:02:00 AM","12/07/2021","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","1400 RIDLEY AVE, HACIENDA HEIGHTS, CA 91745","1400 RIDLEY AVE","HACIENDA HEIGHTS","91745","921-11787-1478","1478","11787","NO","CA0190014","INDUSTRY",-117.987,34.012,1
19770093,"12/02/2021 08:00:00 PM","12/02/2021","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","1200 W RITNER ST, TORRANCE, CA 90502","1200 W RITNER ST","TORRANCE","90502","921-11618-1696","1696","11618","NO","CA0190016","CARSON",-118.298,33.833,1
19774862,"11/24/2021 03:25:00 AM","12/08/2021","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","27900 SECO CANYON RD, SANTA CLARITA, CA 91350","27900 SECO CANYON RD","SANTA CLARITA","91350","921-80217-0642","0642","80217","NO","CA0190006","SANTA CLARITA VALLEY",-118.534,34.459,1
19766106,"11/28/2021 07:14:25 PM","11/28/2021","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","9500 GLANDON ST, BELLFLOWER, CA 90706","9500 GLANDON ST","BELLFLOWER","90706","021-21583-1332","1332","21583","NO","CA0190013","LAKEWOOD",-118.132,33.902,2
19770184,"12/03/2021 12:15:00 AM","12/03/2021","WEAPON LAWS","151","WEAPON LAWS: Felony","223RD ST AND MCHELEN AVE, CARSON, CA","223RD ST AND MCHELEN AVE","CARSON",,"921-11621-1622","1622","11621","NO","CA0190016","CARSON",-118.222,33.824,2
19770211,"12/03/2021 02:18:00 AM","12/03/2021","NON-AGGRAVATED ASSAULTS","145","ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer","2600 E HOMESTEAD PL, DOMINGUEZ, CA","2600 E HOMESTEAD PL","DOMINGUEZ",,"021-11622-1692","1692","11622","NO","CA0190016","CARSON",,,2
19757799,"11/16/2021 05:35:00 PM","11/16/2021","VANDALISM","263","VANDALISM FELONY","14500 LAKEWOOD BLVD, PARAMOUNT, CA 90723","14500 LAKEWOOD BLVD","PARAMOUNT","90723","921-20970-1365","1365","20970","NO","CA0190013","LAKEWOOD",-118.145,33.902,2
19755657,"11/14/2021 12:00:00 PM","11/14/2021","VANDALISM","263","VANDALISM FELONY","TOPANGA CANYON BLVD AND PACIFIC COAST HWY, MALIBU, CA 90263","TOPANGA CANYON BLVD AND PACIFIC COAST HWY","MALIBU","90263","921-06811-1028","1028","06811","NO","CA0190022","MALIBU/LOST HILLS",-118.579,34.04,2
19758355,"11/17/2021 10:19:36 AM","11/17/2021","OFFENSES AGAINST FAMILY","174","OFFENSES AGAINST FAMILY: Elder Abuse","15300 RYON AVE, BELLFLOWER, CA 90706","15300 RYON AVE","BELLFLOWER","90706","021-21012-1332","1332","21012","NO","CA0190013","LAKEWOOD",-118.128,33.893,2
19757324,"11/06/2021 12:30:00 AM","11/16/2021","BURGLARY","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","5000 WORKMAN MILL RD, WHITTIER, CA 90606","5000 WORKMAN MILL RD","WHITTIER","90606","921-06601-1570","1570","06601","NO","CA0190015","PICO RIVERA",-118.055,34.003,1
19760502,"11/19/2021 01:25:00 PM","11/19/2021","LARCENY THEFT","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","UNKNOWN, UNKNOWN, CA","UNKNOWN","UNKNOWN",,"921-01472-6113","6113","01472","NO","CA01900V6","METROLINK BUREAU",,,1
19757630,"11/15/2021 08:00:00 PM","11/16/2021","GRAND THEFT AUTO","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","18700 PIONEER BLVD, ARTESIA, CA","18700 PIONEER BLVD","ARTESIA",,"921-20959-1349","1349","20959","NO","CA0190013","LAKEWOOD",-118.082,33.86,1
19762298,"11/22/2021 09:55:00 AM","11/22/2021","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","7TH AVE AND DON JULIAN RD, INDUSTRY, CA","7TH AVE AND DON JULIAN RD","INDUSTRY",,"921-11322-1413","1413","11322","NO","CA0190014","INDUSTRY",-117.98,34.029,2
19756875,"11/15/2021 10:00:00 PM","11/15/2021","VANDALISM","263","VANDALISM FELONY","10900 IMPERIAL HWY, NORWALK, CA","10900 IMPERIAL HWY","NORWALK",,"921-12335-0451","0451","12335","NO","CA0190004","NORWALK",-118.101,33.918,2
19762673,"11/22/2021 04:00:00 PM","11/22/2021","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","200 N FIRST AVE, ARCADIA, CA","200 N FIRST AVE","ARCADIA",,"021-01555-6529","6529","01555","NO","CA0190031","TRANSIT SERV BUR",-118.028,34.137,1
19770707,"12/03/2021 03:36:00 PM","12/03/2021","LARCENY THEFT","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","39200 10TH ST W, PALMDALE, CA","39200 10TH ST W","PALMDALE",,"921-15673-2619","2619","15673","NO","CA01900W9","PALMDALE",-118.147,34.596,1
19765524,"11/27/2021 05:00:00 PM","11/27/2021","VANDALISM","263","VANDALISM FELONY","14700 CHADRON AVE, LAWNDALE, CA","14700 CHADRON AVE","LAWNDALE",,"921-09248-0387","0387","09248","NO","CA0190003","SOUTH LOS ANGELES",-118.328,33.897,2
19769935,"12/02/2021 04:00:00 PM","12/02/2021","LARCENY THEFT","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","18200 BENBOW ST, COVINA, CA 91722","18200 BENBOW ST","COVINA","91722","921-05796-0864","0864","05796","NO","CA0190008","SAN DIMAS",-117.893,34.096,1
19765383,"11/26/2021 06:30:00 PM","11/27/2021","LARCENY THEFT","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","800 WINDERMERE RD, SAN DIMAS, CA 91773","800 WINDERMERE RD","SAN DIMAS","91773","921-05711-0814","0814","05711","NO","CA0190008","SAN DIMAS",-117.829,34.095,1
19769865,"11/20/2021 11:59:30 PM","12/02/2021","FELONIES MISCELLANEOUS","330","FELONIES, MISCELLANEOUS: Embezzlement, Felony","1400 105TH ST, LOS ANGELES, CA 90044","1400 105TH ST","LOS ANGELES","90044","921-09375-0372","0372","09375","NO","CA0190003","SOUTH LOS ANGELES",-118.301,33.941,2
19771225,"12/04/2021 05:15:00 AM","12/04/2021","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","3800 PARKVIEW CT, AGOURA HILLS, CA","3800 PARKVIEW CT","AGOURA HILLS",,"921-07160-2225","2225","07160","NO","CA0190022","MALIBU/LOST HILLS",-118.725,34.129,1
19758099,"11/17/2021 02:03:00 AM","11/17/2021","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","CENTURY BLVD AND INGLEWOOD AVE, INGLEWOOD, CA 90301","CENTURY BLVD AND INGLEWOOD AVE","INGLEWOOD","90301","921-09036-0380","0380","09036","NO","CA0190003","SOUTH LOS ANGELES",-118.361,33.945,2
19758701,"11/17/2021 04:33:00 PM","11/17/2021","LIQUOR LAWS","198","LIQUOR LAWS: All Other Liquor Law Violations","GARVEY AVE AND SAN GABRIEL BLVD, ROSEMEAD, CA 91770","GARVEY AVE AND SAN GABRIEL BLVD","ROSEMEAD","91770","921-11842-0533","0533","11842","NO","CA0190005","TEMPLE",-118.09,34.062,2
19753566,"11/09/2021 02:00:00 AM","11/11/2021","LARCENY THEFT","087","GRAND THEFT: From Bldg(Churches, Schools, Restaurants, Offices, Etc)","100 CALIFORNIA AVE, INDUSTRY, CA 91744","100 CALIFORNIA AVE","INDUSTRY","91744","921-10883-1414","1414","10883","NO","CA0190014","INDUSTRY",-117.969,34.032,1
19755277,"11/13/2021 04:30:00 PM","11/13/2021","GRAND THEFT AUTO","095","GRAND THEFT VEHICLE (GTA): Motorcycle","90TH ST E AND AVENUE Q, PALMDALE, CA","90TH ST E AND AVENUE Q","PALMDALE",,"921-14849-2636","2636","14849","NO","CA01900W9","PALMDALE",-117.969,34.587,1
19755000,"11/13/2021 01:00:00 PM","11/13/2021","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","TECHNOLOGY DR AND 3RD ST E, PALMDALE, CA","TECHNOLOGY DR AND 3RD ST E","PALMDALE",,"921-14824-2619","2619","14824","NO","CA01900W9","PALMDALE",,,2
19753098,"11/10/2021 03:58:00 PM","11/11/2021","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses",", LANCASTER, CA",,"LANCASTER",,"921-18787-1123","1123","18787","NO","CA0190024","LANCASTER",,,2
19753405,"10/19/2021 08:00:00 AM","11/11/2021","FRAUD AND NSF CHECKS","117","IDENTITY THEFT (GOODS/SERVICES/CREDIT)","29100 DISCOVERY RIDGE DR, SANTA CLARITA, CA","29100 DISCOVERY RIDGE DR","SANTA CLARITA",,"921-15401-0649","0649","15401","NO","CA0190006","SANTA CLARITA VALLEY",-118.522,34.478,2
19753692,"11/11/2021 08:56:37 PM","11/11/2021","FRAUD AND NSF CHECKS","117","IDENTITY THEFT (GOODS/SERVICES/CREDIT)","27600 SPENCER CT, CANYON COUNTRY, CA","27600 SPENCER CT","CANYON COUNTRY",,"921-15415-0633","0633","15415","NO","CA0190006","SANTA CLARITA VALLEY",-118.442,34.413,2
19753637,"11/09/2021 07:59:00 PM","11/11/2021","FELONIES MISCELLANEOUS","339","FELONIES, MISCELLANEOUS: All Other Felonies","43600 17TH ST E, LANCASTER, CA","43600 17TH ST E","LANCASTER",,"921-18840-1137","1137","18840","NO","CA0190024","LANCASTER",-118.098,34.675,2
19760899,"11/20/2021 02:30:00 AM","11/20/2021","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","400 S SANTA ANITA AVE, ARCADIA, CA","400 S SANTA ANITA AVE","ARCADIA",,"921-00187-8331","8331","00187","NO","CA01900F3","PARKS BUREAU",-118.046,34.131,1
19762371,"11/21/2021 12:30:00 PM","11/22/2021","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","14400 VALLEY BLVD, BASSETT, CA 91746","14400 VALLEY BLVD","BASSETT","91746","921-11323-1462","1462","11323","NO","CA0190014","INDUSTRY",-117.977,34.036,1
19756697,"11/15/2021 03:00:00 PM","11/15/2021","NARCOTICS","188","NARCOTICS: Marijuana Misdemeanors (More Than 1 oz)","4400 DUNHAM ST, LOS ANGELES, CA 90022","4400 DUNHAM ST","LOS ANGELES","90022","021-01125-3602","3602","01125","NO","CA0190036","NARCOTICS BUREAU",-118.176,34.013,2
19754005,"11/12/2021 08:40:00 AM","11/12/2021","NARCOTICS","188","NARCOTICS: Marijuana Misdemeanors (More Than 1 oz)","140TH ST E AND AVENUE F-8, LANCASTER, CA","140TH ST E AND AVENUE F-8","LANCASTER",,"921-01119-3672","3672","01119","NO","CA0190036","NARCOTICS BUREAU",-117.88,34.741,2
19760526,"11/19/2021 04:07:00 PM","11/19/2021","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","4300 DEL AMO BLVD, LAKEWOOD, CA","4300 DEL AMO BLVD","LAKEWOOD",,"921-21206-1320","1320","21206","NO","CA0190013","LAKEWOOD",-118.141,33.847,2
19775178,"12/04/2021 06:30:00 AM","12/08/2021","LARCENY THEFT","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","24700 VALLEY ST, NEWHALL, CA","24700 VALLEY ST","NEWHALL",,"921-16508-0628","0628","16508","NO","CA0190006","SANTA CLARITA VALLEY",-118.54,34.377,1
19764258,"11/24/2021 12:15:00 PM","11/26/2021","LARCENY THEFT","086","GRAND THEFT: Bicycles","100 PENINSULA CTR, ROLLING HILLS ESTATES, CA 90274","100 PENINSULA CTR","ROLLING HILLS ESTATES","90274","921-80042-1724","1724","80042","NO","CA0190017","LOMITA",-118.375,33.773,1
19762798,"11/21/2021 08:45:00 AM","11/22/2021","BURGLARY","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","900 W CARSON ST, TORRANCE, CA 90502","900 W CARSON ST","TORRANCE","90502","921-11360-1696","1696","11360","NO","CA0190016","CARSON",-118.291,33.831,1
19763596,"11/24/2021 09:40:00 PM","11/24/2021","MISDEMEANORS MISCELLANEOUS","391","MISDEMEANORS, MISCELLANEOUS: Trespassing","25000 THE OLD WILEY CANYON RD, NEWHALL, CA","25000 THE OLD WILEY CANYON RD","NEWHALL",,"921-15919-0628","0628","15919","NO","CA0190006","SANTA CLARITA VALLEY",,,2
19761400,"11/20/2021 08:48:00 PM","11/20/2021","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","5100 WHITTIER BLVD, LOS ANGELES, CA 90022","5100 WHITTIER BLVD","LOS ANGELES","90022","921-15634-0286","0286","15634","NO","CA0190002","EAST LOS ANGELES",-118.157,34.02,2
19770667,"12/02/2021 07:45:00 PM","12/03/2021","LARCENY THEFT","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","26700 PAMELA DR, CANYON COUNTRY, CA 91351","26700 PAMELA DR","CANYON COUNTRY","91351","921-16274-0617","0617","16274","NO","CA0190006","SANTA CLARITA VALLEY",-118.484,34.413,1
19771431,"12/04/2021 12:30:00 AM","12/04/2021","ROBBERY","047","ROBBERY, STRONG-ARM: Other","76TH ST AND GRAHAM AVE, LOS ANGELES, CA 90001","76TH ST AND GRAHAM AVE","LOS ANGELES","90001","921-16056-2172","2172","16056","NO","CA01900V3","CENTURY",,,1
19768464,"11/17/2021 11:59:30 AM","12/01/2021","LARCENY THEFT","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","12600 HIGHDALE ST, NORWALK, CA 90650","12600 HIGHDALE ST","NORWALK","90650","021-12920-0456","0456","12920","NO","CA0190004","NORWALK",-118.062,33.894,1
19763181,"11/22/2021 09:52:30 PM","11/24/2021","LARCENY THEFT","084","GRAND THEFT: From Unlocked Auto","6600 WESTMONT CT, PALMDALE, CA 93552","6600 WESTMONT CT","PALMDALE","93552","021-80131-2607","2607","80131","NO","CA01900W9","PALMDALE",-118.011,34.57,1
19760860,"11/20/2021 01:04:00 AM","11/20/2021","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","CYNTHIA ST AND SAN VICENTE BLVD, WEST HOLLYWOOD, CA","CYNTHIA ST AND SAN VICENTE BLVD","WEST HOLLYWOOD",,"921-05165-0977","0977","05165","NO","CA0190009","WEST HOLLYWOOD",-118.385,34.087,2
19759815,"11/18/2021 07:50:00 PM","11/18/2021","WEAPON LAWS","151","WEAPON LAWS: Felony","ATLANTIC AND ROSECRANS, COMPTON, CA","ATLANTIC AND ROSECRANS","COMPTON",,"921-13183-2851","2851","13183","NO","CA0190042","COMPTON",-118.193,33.903,2
19755943,"11/14/2021 09:20:00 PM","11/14/2021","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","LOTUS AVE AND COLORADO BLVD, PASADENA, CA 91107","LOTUS AVE AND COLORADO BLVD","PASADENA","91107","921-11739-0590","0590","11739","NO","CA0190005","TEMPLE",-118.076,34.146,2
19756906,"11/15/2021 01:22:00 PM","11/15/2021","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","500 WILSHIRE BLVD, SANTA MONICA, CA","500 WILSHIRE BLVD","SANTA MONICA",,"921-01521-6873","6873","01521","NO","CA0190031","TRANSIT SERV BUR",-118.496,34.02,2
19756103,"11/15/2021 06:00:00 AM","11/15/2021","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","4200 E MYRRH ST, COMPTON, CA 90220","4200 E MYRRH ST","COMPTON","90220","021-12993-2852","2852","12993","NO","CA0190042","COMPTON",-118.197,33.892,1
19767269,"11/23/2021 04:16:00 PM","11/30/2021","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","CALDWELL ST AND E WILMINGTON AVE, COMPTON, CA","CALDWELL ST AND E WILMINGTON AVE","COMPTON",,"921-80193-2836","2836","80193","NO","CA0190042","COMPTON",-118.236,33.883,2
19766843,"11/29/2021 03:42:55 PM","11/29/2021","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor",,,,,"921-12141-0532","0532","12141","NO","CA0190005","TEMPLE",,,2
19763574,"11/22/2021 01:18:00 PM","11/24/2021","FRAUD AND NSF CHECKS","117","IDENTITY THEFT (GOODS/SERVICES/CREDIT)","37500 MIDDLEBURY ST, PALMDALE, CA","37500 MIDDLEBURY ST","PALMDALE",,"921-15293-2608","2608","15293","NO","CA01900W9","PALMDALE",-118.098,34.563,2
19756467,"11/15/2021 02:22:54 PM","11/15/2021","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary",,,,,"921-15259-2112","2112","15259","NO","CA01900V3","CENTURY",,,1
19758520,"11/16/2021 01:30:00 PM","11/17/2021","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","900 SUMMITVIEW CT, WALNUT, CA 91789","900 SUMMITVIEW CT","WALNUT","91789","921-07913-2900","2900","07913","NO","CA0190020","WALNUT",-117.859,34.029,2
19757684,"11/15/2021 02:19:00 PM","11/16/2021","LARCENY THEFT","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","600 BOW CREEK DR, DIAMOND BAR, CA 91765","600 BOW CREEK DR","DIAMOND BAR","91765","921-07891-2923","2923","07891","NO","CA0190020","WALNUT",-117.789,34.018,1
19766970,"11/02/2021 08:58:10 AM","11/29/2021","FRAUD AND NSF CHECKS","115","FRAUD: Computer System Crimes","16800 GALE AVE, INDUSTRY, CA 91744","16800 GALE AVE","INDUSTRY","91744","921-11508-1415","1415","11508","NO","CA0190014","INDUSTRY",-117.941,34.003,2
19767965,"11/21/2021 03:30:00 PM","11/30/2021","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","8300 DE LONGPRE AVE, WEST HOLLYWOOD, CA 90069","8300 DE LONGPRE AVE","WEST HOLLYWOOD","90069","921-05287-0976","0976","05287","NO","CA0190009","WEST HOLLYWOOD",-118.37,34.095,1
19767409,"11/15/2021 05:30:00 PM","11/30/2021","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","2800 CASITAS AVE, ALTADENA, CA 91001","2800 CASITAS AVE","ALTADENA","91001","921-03194-0772","0772","03194","NO","CA0190007","ALTADENA",-118.164,34.193,2
19767589,"11/13/2021 12:00:00 AM","11/30/2021","LARCENY THEFT","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","2200 MENDOCINO LN, ALTADENA, CA 91001","2200 MENDOCINO LN","ALTADENA","91001","921-03197-0775","0775","03197","NO","CA0190007","ALTADENA",-118.106,34.188,1
19755152,"11/13/2021 07:30:00 AM","11/13/2021","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","43400 10TH ST W, LANCASTER, CA","43400 10TH ST W","LANCASTER",,"921-18935-1124","1124","18935","NO","CA0190024","LANCASTER",-118.147,34.672,2
19767372,"11/30/2021 03:20:00 AM","11/30/2021","LARCENY THEFT","084","GRAND THEFT: From Unlocked Auto","15900 DALMATIAN AVE, LA MIRADA, CA 90638","15900 DALMATIAN AVE","LA MIRADA","90638","921-12884-0465","0465","12884","NO","CA0190004","NORWALK",-118.008,33.887,1
19763779,"11/25/2021 01:08:30 AM","11/25/2021","GRAND THEFT AUTO","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","43200 33RD ST W, LANCASTER, CA","43200 33RD ST W","LANCASTER",,"921-19572-1192","1192","19572","NO","CA0190024","LANCASTER",-118.189,34.669,1
19771395,"12/05/2021 10:00:00 AM","12/04/2021","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","WALL ST AND ENTERPRISE WAY, LANCASTER, CA","WALL ST AND ENTERPRISE WAY","LANCASTER",,"921-20126-1121","1121","20126","NO","CA0190024","LANCASTER",-118.132,34.655,1
19765148,"11/27/2021 10:00:00 AM","11/27/2021","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","1000 W CARSON ST, TORRANCE, CA 90509","1000 W CARSON ST","TORRANCE","90509","921-01527-8545","8545","01527","NO","CA0190016","CARSON",-118.292,33.831,2
