"LURN_SAK","INCIDENT_DATE","INCIDENT_REPORTED_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","GANG_RELATED","UNIT_ID","UNIT_NAME","LONGITUDE","LATITUDE","PART_CATEGORY"
19769281,"12/02/2021 02:30:00 AM","12/02/2021","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","POLSON LN AND HILLCREST PKWY, CASTAIC, CA","POLSON LN AND HILLCREST PKWY","CASTAIC",,"921-16198-0675","0675","16198","NO","CA0190006","SANTA CLARITA VALLEY",-118.623,34.47,2
19769850,"11/30/2021 02:24:00 PM","12/02/2021","LARCENY THEFT","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","4700 ELKRIDGE DR, RANCHO PALOS VERDES, CA","4700 ELKRIDGE DR","RANCHO PALOS VERDES",,"921-03894-1731","1731","03894","NO","CA0190017","LOMITA",-118.361,33.773,1
19770510,"11/29/2021 08:00:00 AM","12/03/2021","FRAUD AND NSF CHECKS","117","IDENTITY THEFT (GOODS/SERVICES/CREDIT)","4000 ROBIN HILL RD, LA CANADA FLINTRIDGE, CA 91011","4000 ROBIN HILL RD","LA CANADA FLINTRIDGE","91011","921-02134-1264","1264","02134","NO","CA0190012","CRESCENTA VALLEY",-118.202,34.191,2
19770356,"12/02/2021 09:22:30 PM","12/03/2021","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","6100 WOODWARD AVE, MAYWOOD, CA","6100 WOODWARD AVE","MAYWOOD",,"921-16207-0251","0251","16207","NO","CA0190002","EAST LOS ANGELES",-118.185,33.981,1
19763916,"11/25/2021 10:53:41 AM","11/25/2021","OFFENSES AGAINST FAMILY","172","OFFENSES AGAINST FAMILY: Child Neglect","3200 E SOUTH ST, LAKEWOOD, CA 90712","3200 E SOUTH ST","LAKEWOOD","90712","021-21413-1320","1320","21413","NO","CA0190013","LAKEWOOD",-118.154,33.859,2
19773326,"12/06/2021 04:00:00 PM","12/07/2021","VANDALISM","261","VANDALISM MISD","1100 AUTOM ALL DR, LANCASTER, CA","1100 AUTOM ALL DR","LANCASTER",,"921-20277-1126","1126","20277","NO","CA0190024","LANCASTER",-118.151,34.67,2
19762353,"11/22/2021 10:21:47 AM","11/22/2021","LARCENY THEFT","384","THEFT, PETTY: From Auto (Except Parts/Accessories)",,,,,"921-08011-2915","2915","08011","NO","CA0190020","WALNUT",,,1
19765475,"11/27/2021 03:47:00 PM","11/27/2021","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","20200 RED CEDAR DR, WALNUT, CA 91789","20200 RED CEDAR DR","WALNUT","91789","921-08079-2914","2914","08079","NO","CA0190020","WALNUT",-117.863,34.023,1
19770125,"12/02/2021 05:26:00 PM","12/02/2021","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.",,,,,"921-04220-5100","5100","04220","NO","CA0190058","MEN'S CENTRAL JAIL",,,2
19764676,"11/26/2021 03:00:00 PM","11/26/2021","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","500 W PEACH ST, COMPTON, CA","500 W PEACH ST","COMPTON",,"021-13400-2813","2813","13400","NO","CA0190042","COMPTON",-118.232,33.906,2
19762706,"11/18/2021 04:45:00 PM","11/22/2021","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","2000 248TH ST, LOMITA, CA","2000 248TH ST","LOMITA",,"921-03787-1711","1711","03787","NO","CA0190017","LOMITA",-118.316,33.799,1
19754649,"11/12/2021 11:43:00 PM","11/13/2021","WEAPON LAWS","153","WEAPON LAWS: Shooting, Unlawful","2000 N SLATER AVE, COMPTON, CA","2000 N SLATER AVE","COMPTON",,"921-12914-2812","2812","12914","NO","CA0190042","COMPTON",-118.246,33.91,2
19759633,"11/17/2021 02:30:00 AM","11/18/2021","LARCENY THEFT","084","GRAND THEFT: From Unlocked Auto","1100 S HACIENDA BLVD, HACIENDA HEIGHTS, CA 91745","1100 S HACIENDA BLVD","HACIENDA HEIGHTS","91745","921-11168-1478","1478","11168","NO","CA0190014","INDUSTRY",-117.963,34.01,1
19759206,"11/18/2021 08:55:00 AM","11/18/2021","VANDALISM","263","VANDALISM FELONY","17300 TEMPLE AVE, EAST VALINDA, CA","17300 TEMPLE AVE","EAST VALINDA",,"921-11146-1442","1442","11146","NO","CA0190014","INDUSTRY",-117.917,34.022,2
19756162,"11/15/2021 08:40:00 AM","11/15/2021","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","500 N SLOAN AVE, COMPTON, CA 90220","500 N SLOAN AVE","COMPTON","90220","021-12996-2824","2824","12996","NO","CA0190042","COMPTON",-118.21,33.899,2
19758587,"11/17/2021 02:23:00 PM","11/17/2021","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","MOUNTAIN AVE AND BECKVILLE ST, DUARTE, CA 91010","MOUNTAIN AVE AND BECKVILLE ST","DUARTE","91010","921-11838-0540","0540","11838","NO","CA0190005","TEMPLE",-117.989,34.125,2
19767888,"11/30/2021 04:05:00 PM","11/30/2021","LARCENY THEFT","081","GRAND THEFT: Pick Pocket","1600 AZUSA AVE, HACIENDA HEIGHTS, CA 91745","1600 AZUSA AVE","HACIENDA HEIGHTS","91745","921-11539-1472","1472","11539","NO","CA0190014","INDUSTRY",-117.933,33.992,1
19768522,"12/01/2021 11:45:00 AM","12/01/2021","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","9400 LAS TUNAS DR, TEMPLE CITY, CA 91780","9400 LAS TUNAS DR","TEMPLE CITY","91780","921-12197-0521","0521","12197","NO","CA0190005","TEMPLE",-118.064,34.106,2
19765812,"11/28/2021 11:25:55 AM","11/28/2021","ROBBERY","048","ROBBERY, STRONG-ARM: Carjacking","7900 ALL AMERICA CITY WAY, PARAMOUNT, CA 90723","7900 ALL AMERICA CITY WAY","PARAMOUNT","90723","921-21561-1364","1364","21561","NO","CA0190013","LAKEWOOD",-118.164,33.896,1
19766424,"11/29/2021 09:23:00 AM","11/29/2021","MISDEMEANORS MISCELLANEOUS","391","MISDEMEANORS, MISCELLANEOUS: Trespassing","5800 CLOVERLY AVE, TEMPLE CITY, CA 91780","5800 CLOVERLY AVE","TEMPLE CITY","91780","921-12121-0523","0523","12121","NO","CA0190005","TEMPLE",-118.063,34.105,2
19771483,"12/04/2021 05:56:00 PM","12/04/2021","DRUNK / ALCOHOL / DRUGS","201","DRUNK: Alcohol","ROYAL OAKS DR AND OAK AVE, DUARTE, CA 91010","ROYAL OAKS DR AND OAK AVE","DUARTE","91010","921-12317-0541","0541","12317","NO","CA0190005","TEMPLE",-117.967,34.143,2
19770764,"12/03/2021 05:30:00 PM","12/03/2021","MISDEMEANORS MISCELLANEOUS","391","MISDEMEANORS, MISCELLANEOUS: Trespassing","9400 LAS TUNAS DR, TEMPLE CITY, CA 91780","9400 LAS TUNAS DR","TEMPLE CITY","91780","921-12280-0523","0523","12280","NO","CA0190005","TEMPLE",-118.066,34.105,2
19770339,"12/03/2021 08:30:00 AM","12/03/2021","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","6800 ROSEMEAD BLVD, SAN GABRIEL, CA 91775","6800 ROSEMEAD BLVD","SAN GABRIEL","91775","921-12263-0588","0588","12263","NO","CA0190005","TEMPLE",-118.072,34.122,2
19768927,"12/01/2021 04:25:00 PM","12/01/2021","LIQUOR LAWS","198","LIQUOR LAWS: All Other Liquor Law Violations","100 N ROSEMEAD BLVD, PASADENA, CA 91107","100 N ROSEMEAD BLVD","PASADENA","91107","921-12210-0590","0590","12210","NO","CA0190005","TEMPLE",-118.073,34.147,2
19764192,"11/25/2021 08:25:00 PM","11/25/2021","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","ADOREE ST AND VALLEY VIEW AVE, LA MIRADA, CA","ADOREE ST AND VALLEY VIEW AVE","LA MIRADA",,"921-12735-0469","0469","12735","NO","CA0190004","NORWALK",-118.029,33.914,2
19770790,"09/16/2020 12:00:00 AM","12/03/2021","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","18400 KINGSPORT DR, MALIBU, CA 90265","18400 KINGSPORT DR","MALIBU","90265","921-07150-1028","1028","07150","NO","CA0190022","MALIBU/LOST HILLS",-118.575,34.043,2
19772213,"12/06/2021 01:16:00 AM","12/06/2021","NARCOTICS","184","Felony Possession of a Controlled Substance (excluding Marijuana)","20TH ST W AND AVENUE J, LANCASTER, CA","20TH ST W AND AVENUE J","LANCASTER",,"921-20191-1127","1127","20191","NO","CA0190024","LANCASTER",-118.165,34.689,2
19761527,"11/21/2021 03:15:00 AM","11/21/2021","AGGRAVATED ASSAULT","052","ASSAULT, AGGRAVATED: ADW - KNIFE","1300 E OAKS ST, COMPTON, CA","1300 E OAKS ST","COMPTON",,"021-13264-2824","2824","13264","NO","CA0190042","COMPTON",-118.209,33.908,1
19772637,"12/05/2021 01:15:00 AM","12/06/2021","VAGRANCY","221","VAGRANCY: Loitering/Curfew","4000 WHITESAIL CIR, WESTLAKE VILLAGE, CA","4000 WHITESAIL CIR","WESTLAKE VILLAGE",,"921-07198-2261","2261","07198","NO","CA0190022","MALIBU/LOST HILLS",-118.825,34.143,2
19759084,"11/17/2021 08:39:00 AM","11/18/2021","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","1100 POINSETTIA DR, WEST HOLLYWOOD, CA","1100 POINSETTIA DR","WEST HOLLYWOOD",,"921-05123-0973","0973","05123","NO","CA0190009","WEST HOLLYWOOD",-118.347,34.091,1
19758720,"11/17/2021 04:20:00 PM","11/17/2021","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","23300 CINEMA DR, VALENCIA, CA","23300 CINEMA DR","VALENCIA",,"921-15670-0644","0644","15670","NO","CA0190006","SANTA CLARITA VALLEY",-118.545,34.419,1
19762124,"11/22/2021 12:45:00 AM","11/22/2021","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","2400 TAMORA AVE, SOUTH EL MONTE, CA 91733","2400 TAMORA AVE","SOUTH EL MONTE","91733","021-11975-0560","0560","11975","NO","CA0190005","TEMPLE",-118.057,34.057,2
19762467,"11/19/2021 11:30:00 PM","11/22/2021","BURGLARY","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","50500 WORKMAN MILL RD, WHITTIER, CA 90606","50500 WORKMAN MILL RD","WHITTIER","90606","921-06726-1570","1570","06726","NO","CA0190015","PICO RIVERA",,,1
19768387,"12/01/2021 09:20:00 AM","12/01/2021","MISDEMEANORS MISCELLANEOUS","391","MISDEMEANORS, MISCELLANEOUS: Trespassing","RAYMER ST AND WHITSETT AVE, NORTH HOLLYWOOD, CA","RAYMER ST AND WHITSETT AVE","NORTH HOLLYWOOD",,"921-01490-6155","6155","01490","NO","CA01900V6","METROLINK BUREAU",-118.404,34.201,2
19766090,"11/24/2021 01:52:30 AM","11/28/2021","BURGLARY","062","BURGLARY, RESIDENCE: Night, Entry No Force","5500 EAU CLAIRE DR, RANCHO PALOS VERDES, CA","5500 EAU CLAIRE DR","RANCHO PALOS VERDES",,"921-03839-1730","1730","03839","NO","CA0190017","LOMITA",-118.378,33.777,1
19753723,"11/11/2021 09:27:00 PM","11/11/2021","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","400 BAUCHET ST, LOS ANGELES, CA 90012","400 BAUCHET ST","LOS ANGELES","90012","921-03541-5120","5120","03541","NO","CA0190026","INMATE RECEPTION CENTR",-118.231,34.059,2
19768458,"11/30/2021 03:00:00 AM","12/01/2021","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","3300 STALLO AVE, ROSEMEAD, CA 91770","3300 STALLO AVE","ROSEMEAD","91770","921-12196-0533","0533","12196","NO","CA0190005","TEMPLE",-118.084,34.068,1
19768654,"11/30/2021 11:30:00 AM","12/01/2021","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","KING AVE AND RANDOLPH ST, MAYWOOD, CA","KING AVE AND RANDOLPH ST","MAYWOOD",,"921-16125-0251","0251","16125","NO","CA0190002","EAST LOS ANGELES",-118.184,33.981,1
19753375,"11/11/2021 12:20:25 PM","11/11/2021","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","LEMON AVE AND N LA PUENTE RD, WALNUT, CA 91789","LEMON AVE AND N LA PUENTE RD","WALNUT","91789","921-07773-2914","2914","07773","NO","CA0190020","WALNUT",-117.865,34.02,2
19769465,"12/02/2021 03:30:00 AM","12/02/2021","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","8000 HELLMAN AVE, ROSEMEAD, CA 91770","8000 HELLMAN AVE","ROSEMEAD","91770","921-12239-0532","0532","12239","NO","CA0190005","TEMPLE",-118.093,34.07,1
19771854,"12/05/2021 08:30:00 AM","12/05/2021","GRAND THEFT AUTO","094","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van, Attempt","11100 DANBURY AVE, ARCADIA, CA 91006","11100 DANBURY AVE","ARCADIA","91006","921-12333-0585","0585","12333","NO","CA0190005","TEMPLE",-118.027,34.104,1
19765546,"11/27/2021 10:47:21 PM","11/27/2021","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","4400 SANTA ANA ST, CUDAHY, CA 90201","4400 SANTA ANA ST","CUDAHY","90201","021-15910-0263","0263","15910","NO","CA0190002","EAST LOS ANGELES",-118.19,33.961,1
19771725,"12/05/2021 01:40:00 AM","12/05/2021","GRAND THEFT AUTO","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","6700 HOLMES AVE, LOS ANGELES, CA 90001","6700 HOLMES AVE","LOS ANGELES","90001","921-16075-2171","2171","16075","NO","CA01900V3","CENTURY",-118.241,33.978,1
19756862,"11/08/2021 12:00:00 PM","11/15/2021","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","24200 ARCH ST, NEWHALL, CA","24200 ARCH ST","NEWHALL",,"021-15587-0627","0627","15587","NO","CA0190006","SANTA CLARITA VALLEY",-118.525,34.378,1
19757633,"11/16/2021 03:30:00 AM","11/16/2021","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","14000 CAPTAINS ROW, MARINA DEL REY, CA 90292","14000 CAPTAINS ROW","MARINA DEL REY","90292","921-02957-2760","2760","02957","NO","CA0190065","MARINA DEL REY",-118.452,33.969,1
19758500,"11/13/2021 01:22:30 PM","11/17/2021","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","17300 HUMPHREYS PKWY, SANTA CLARITA, CA 91387","17300 HUMPHREYS PKWY","SANTA CLARITA","91387","921-15655-0633","0633","15655","NO","CA0190006","SANTA CLARITA VALLEY",,,1
19768484,"12/01/2021 10:47:00 AM","12/01/2021","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","S GRAND AVE AND VALLEY BLVD, WALNUT, CA 91789","S GRAND AVE AND VALLEY BLVD","WALNUT","91789","921-08171-2915","2915","08171","NO","CA0190020","WALNUT",-117.835,34.027,2
19753988,"11/12/2021 08:43:00 AM","11/12/2021","AGGRAVATED ASSAULT","054","ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.",,,,,"021-04035-5100","5100","04035","NO","CA0190058","MEN'S CENTRAL JAIL",,,1
19769815,"12/02/2021 02:07:00 PM","12/02/2021","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","13700 UTICA ST, WHITTIER, CA 90605","13700 UTICA ST","WHITTIER","90605","921-12975-0494","0494","12975","NO","CA0190004","NORWALK",-118.04,33.923,1
19767775,"11/30/2021 03:31:00 PM","11/30/2021","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","1200 GRAND AVE, DIAMOND BAR, CA 91765","1200 GRAND AVE","DIAMOND BAR","91765","921-08150-2925","2925","08150","NO","CA0190020","WALNUT",-117.809,33.999,2
19766280,"11/29/2021 02:34:00 AM","11/29/2021","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","DIAMOND BAR BLVD AND STEEP CANYON RD, DIAMOND BAR, CA 91765","DIAMOND BAR BLVD AND STEEP CANYON RD","DIAMOND BAR","91765","921-08104-2922","2922","08104","NO","CA0190020","WALNUT",-117.808,34.006,2
19773993,"11/18/2021 12:30:00 PM","12/07/2021","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","17100 MAURICE AVE, CERRITOS, CA","17100 MAURICE AVE","CERRITOS",,"921-04414-2318","2318","04414","NO","CA01900R7","CERRITOS",-118.055,33.876,2
19762349,"11/22/2021 10:13:00 AM","11/22/2021","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","TEMPLE AVE AND POMONA BLVD, POMONA, CA 91766","TEMPLE AVE AND POMONA BLVD","POMONA","91766","921-08010-2916","2916","08010","NO","CA0190020","WALNUT",-117.81,34.047,2
19773386,"11/29/2021 07:30:00 PM","12/07/2021","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","7600 E IMPERIAL HWY, DOWNEY, CA 90242","7600 E IMPERIAL HWY","DOWNEY","90242","921-01580-8546","8546","01580","NO","CA01900F4","COUNTY SERVICES BUR",-118.157,33.929,1
19769827,"12/02/2021 01:44:00 PM","12/02/2021","VEHICLE / BOATING LAWS","252","VEHICLE AND BOATING LAWS: Felony","CHERE DR AND ARMSDALE AVE, WHITTIER, CA","CHERE DR AND ARMSDALE AVE","WHITTIER",,"921-12977-0495","0495","12977","NO","CA0190004","NORWALK",-118.02,33.921,2
19762386,"11/22/2021 11:00:03 AM","11/22/2021","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","3700 E VALLEY BLVD, WALNUT, CA 91789","3700 E VALLEY BLVD","WALNUT","91789","921-08013-2916","2916","08013","NO","CA0190020","WALNUT",-117.815,34.043,2
19774070,"12/07/2021 03:30:00 PM","12/07/2021","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","39600 10TH ST W, PALMDALE, CA","39600 10TH ST W","PALMDALE",,"921-15854-2619","2619","15854","NO","CA01900W9","PALMDALE",-118.146,34.602,1
19774067,"11/23/2021 09:45:00 AM","12/07/2021","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","8700 ROSE ST, BELLFLOWER, CA 90706","8700 ROSE ST","BELLFLOWER","90706","921-80525-1335","1335","80525","NO","CA0190013","LAKEWOOD",-118.144,33.869,1
19755458,"11/11/2021 08:45:00 PM","11/14/2021","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","2100 SPICE ST, LANCASTER, CA","2100 SPICE ST","LANCASTER",,"921-18956-1127","1127","18956","NO","CA0190024","LANCASTER",-118.17,34.675,1
19757667,"11/10/2021 09:00:00 PM","11/16/2021","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","3200 PURPLE SAGE LN, PALMDALE, CA 93550","3200 PURPLE SAGE LN","PALMDALE","93550","921-14960-2603","2603","14960","NO","CA01900W9","PALMDALE",-118.069,34.542,2
19757231,"10/22/2021 07:49:00 AM","11/16/2021","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","6400 E SLAUSON BLVD, COMMERCE, CA 90040","6400 E SLAUSON BLVD","COMMERCE","90040","921-15420-0246","0246","15420","NO","CA0190002","EAST LOS ANGELES",-118.145,33.982,2
19760136,"11/19/2021 06:45:00 AM","11/19/2021","VANDALISM","263","VANDALISM FELONY","8500 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069","8500 SANTA MONICA BLVD","WEST HOLLYWOOD","90069","921-05146-0977","0977","05146","NO","CA0190009","WEST HOLLYWOOD",-118.378,34.088,2
19759838,"11/18/2021 06:00:00 PM","11/18/2021","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","27500 THE OLD RD, VALENCIA, CA 91355","27500 THE OLD RD","VALENCIA","91355","921-15733-0664","0664","15733","NO","CA0190006","SANTA CLARITA VALLEY",-118.583,34.421,1
19754380,"11/12/2021 05:15:00 PM","11/12/2021","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","3100 GLADYS AVE, ROSEMEAD, CA 91770","3100 GLADYS AVE","ROSEMEAD","91770","921-11669-0533","0533","11669","NO","CA0190005","TEMPLE",-118.089,34.065,2
19759962,"11/19/2021 12:51:00 AM","11/19/2021","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","18900 PACIFIC COAST HWY, MALIBU, CA","18900 PACIFIC COAST HWY","MALIBU",,"921-06908-1028","1028","06908","NO","CA0190022","MALIBU/LOST HILLS",-118.588,34.039,2
19753532,"11/11/2021 03:22:00 PM","11/11/2021","LARCENY THEFT","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","8400 SUNSET BLVD, WEST HOLLYWOOD, CA 90069","8400 SUNSET BLVD","WEST HOLLYWOOD","90069","921-04987-0987","0987","04987","NO","CA0190009","WEST HOLLYWOOD",-118.376,34.094,1
19766930,"11/29/2021 04:24:00 PM","11/29/2021","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","29300 THE OLD ROAD, CASTAIC, CA 91384","29300 THE OLD ROAD","CASTAIC","91384","921-02284-5640","5640","02284","NO","CA0190087","NORTH COUNTY CORRECTIONAL FAC.",-118.613,34.45,2
19766313,"11/29/2021 05:58:17 AM","11/29/2021","WARRANTS","285","WARRANTS: Felony, Out Of County",", SANTA MONICA, CA",,"SANTA MONICA",,"921-03645-5120","5120","03645","NO","CA0190026","INMATE RECEPTION CENTR",,,2
19768155,"11/30/2021 11:39:00 PM","12/01/2021","AGGRAVATED ASSAULT","054","ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","14400 OLIVE VIEW DR, SYLMAR, CA 91342","14400 OLIVE VIEW DR","SYLMAR","91342","021-01551-8548","8548","01551","NO","CA01900F4","COUNTY SERVICES BUR",-118.448,34.324,1
19762017,"11/21/2021 09:12:26 PM","11/21/2021","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","STAFF AND COMPTON, GARDENA, CA","STAFF AND COMPTON","GARDENA",,"921-13290-2871","2871","13290","NO","CA0190042","COMPTON",-118.274,33.894,1
19773046,"12/03/2021 09:00:00 AM","12/06/2021","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","14500 FIDEL AVE, NORWALK, CA","14500 FIDEL AVE","NORWALK",,"921-13131-0459","0459","13131","NO","CA0190004","NORWALK",-118.052,33.899,1
19757353,"11/16/2021 11:45:00 AM","11/16/2021","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","29300 THE OLD ROAD, CASTAIC, CA 91384","29300 THE OLD ROAD","CASTAIC","91384","921-00628-5630","5630","00628","NO","CA0190030","PDC - NORTH",-118.613,34.45,2
19771226,"10/20/2021 01:45:00 AM","12/04/2021","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","29100 HANCOCK PKWY, VALENCIA, CA","29100 HANCOCK PKWY","VALENCIA",,"921-16310-0662","0662","16310","NO","CA0190006","SANTA CLARITA VALLEY",-118.616,34.447,1
19773290,"12/07/2021 07:00:00 AM","12/07/2021","VANDALISM","261","VANDALISM MISD","5300 E WASHINGTON BLVD, COMMERCE, CA","5300 E WASHINGTON BLVD","COMMERCE",,"921-16434-0244","0244","16434","NO","CA0190002","EAST LOS ANGELES",-118.164,34.002,2
19766816,"11/29/2021 02:30:00 AM","11/29/2021","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","3500 RIO HONDO AVE, ROSEMEAD, CA 91770","3500 RIO HONDO AVE","ROSEMEAD","91770","921-12139-0531","0531","12139","NO","CA0190005","TEMPLE",-118.064,34.074,1
19768538,"12/01/2021 11:25:00 AM","12/01/2021","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","12300 IMPERIAL HWY, NORWALK, CA 90650","12300 IMPERIAL HWY","NORWALK","90650","921-12921-0452","0452","12921","NO","CA0190004","NORWALK",-118.07,33.917,2
19761031,"11/20/2021 05:00:00 AM","11/20/2021","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","5900 BOXFORD AVE, COMMERCE, CA 90040","5900 BOXFORD AVE","COMMERCE","90040","921-15617-0246","0246","15617","NO","CA0190002","EAST LOS ANGELES",-118.151,33.983,1
19765600,"11/28/2021 12:29:00 AM","11/28/2021","NON-AGGRAVATED ASSAULTS","145","ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer",,,,,"921-02659-5800","5800","02659","NO","CA01900U2","TTCF",,,2
19768059,"11/30/2021 09:24:00 PM","11/30/2021","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","43500 17TH ST W, LANCASTER, CA","43500 17TH ST W","LANCASTER",,"921-19892-1126","1126","19892","NO","CA0190024","LANCASTER",-118.159,34.674,1
19754110,"11/12/2021 10:16:00 AM","11/12/2021","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","1400 ALLGEYER AVE, SOUTH EL MONTE, CA 91733","1400 ALLGEYER AVE","SOUTH EL MONTE","91733","921-11655-0562","0562","11655","NO","CA0190005","TEMPLE",-118.041,34.04,2
19771850,"12/05/2021 01:37:30 AM","12/05/2021","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","12700 CENTER COURT DR, CERRITOS, CA","12700 CENTER COURT DR","CERRITOS",,"921-04381-2317","2317","04381","NO","CA01900R7","CERRITOS",-118.06,33.868,1
19770526,"12/03/2021 12:41:43 PM","12/03/2021","SEX OFFENSES FELONIES","129","SEX FELONIES: All Other Sex Felonies","5200 GRAYWOOD AVE, LAKEWOOD, CA 90712","5200 GRAYWOOD AVE","LAKEWOOD","90712","021-21925-1329","1329","21925","NO","CA0190013","LAKEWOOD",-118.138,33.852,2
19753762,"11/11/2021 10:28:00 PM","11/11/2021","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","HOLLOWAY DR AND E LA CIENEGA BLVD, WEST HOLLYWOOD, CA","HOLLOWAY DR AND E LA CIENEGA BLVD","WEST HOLLYWOOD",,"921-04994-0977","0977","04994","NO","CA0190009","WEST HOLLYWOOD",-118.376,34.09,2
19763754,"11/25/2021 03:10:00 AM","11/25/2021","VANDALISM","263","VANDALISM FELONY","8900 SUNSET BLVD, WEST HOLLYWOOD, CA 90069","8900 SUNSET BLVD","WEST HOLLYWOOD","90069","921-05219-0986","0986","05219","NO","CA0190009","WEST HOLLYWOOD",-118.385,34.09,2
19756750,"11/15/2021 01:00:00 PM","11/15/2021","LARCENY THEFT","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","100 S LONG BEACH BLVD, COMPTON, CA","100 S LONG BEACH BLVD","COMPTON",,"921-13028-2843","2843","13028","NO","CA0190042","COMPTON",-118.208,33.895,1
