DATE OCC,AREA ,AREA NAME,Part 1-2,Crm Cd,Crm Cd Desc,DR_NO
2012,09,Van Nuys,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",30
2015,18,Southeast,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,67
2019,10,West Valley,1,310,BURGLARY,783
2018,06,Hollywood,2,649,DOCUMENT FORGERY / STOLEN FELONY,36
2014,07,Wilshire,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",366
2019,07,Wilshire,2,354,THEFT OF IDENTITY,417
2019,05,Harbor,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,9
2013,21,Topanga,2,624,BATTERY - SIMPLE ASSAULT,583
2011,09,Van Nuys,2,946,OTHER MISCELLANEOUS CRIME,113
2017,01,Central,1,122,"RAPE, ATTEMPTED",11
2016,20,Olympic,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",1
2017,09,Van Nuys,2,903,CONTEMPT OF COURT,64
2014,15,N Hollywood,1,445,DISHONEST EMPLOYEE ATTEMPTED THEFT,1
2011,09,Van Nuys,2,910,KIDNAPPING,8
2017,16,Foothill,2,860,BATTERY WITH SEXUAL CONTACT,75
2012,20,Olympic,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,6
2019,02,Rampart,1,445,DISHONEST EMPLOYEE ATTEMPTED THEFT,1
2018,07,Wilshire,2,928,THREATENING PHONE CALLS/LETTERS,8
2015,04,Hollenbeck,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1
2017,10,West Valley,2,651,DOCUMENT WORTHLESS ($200.01 & OVER),1
2012,03,Southwest,2,944,CONSPIRACY,1
2013,10,West Valley,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),319
2019,18,Southeast,2,850,INDECENT EXPOSURE,16
2018,17,Devonshire,1,450,THEFT FROM PERSON - ATTEMPT,1
2015,14,Pacific,1,220,ATTEMPTED ROBBERY,36
2015,21,Topanga,2,954,CONTRIBUTING,1
2019,03,Southwest,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),33
2019,08,West LA,2,813,CHILD ANNOYING (17YRS & UNDER),6
2016,21,Topanga,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,13
2010,11,Northeast,2,438,RECKLESS DRIVING,6
2019,10,West Valley,1,121,"RAPE, FORCIBLE",35
2016,09,Van Nuys,2,651,DOCUMENT WORTHLESS ($200.01 & OVER),1
2011,04,Hollenbeck,2,954,CONTRIBUTING,1
2012,11,Northeast,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),1
2014,03,Southwest,2,928,THREATENING PHONE CALLS/LETTERS,10
2015,18,Southeast,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,5
2015,01,Central,2,624,BATTERY - SIMPLE ASSAULT,1425
2019,21,Topanga,1,351,PURSE SNATCHING,3
2012,06,Hollywood,1,440,THEFT PLAIN - PETTY ($950 & UNDER),968
2010,19,Mission,2,755,BOMB SCARE,4
2011,16,Foothill,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),379
2015,04,Hollenbeck,2,946,OTHER MISCELLANEOUS CRIME,45
2017,02,Rampart,2,922,CHILD STEALING,2
2016,20,Olympic,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2
2013,13,Newton,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,3
2015,05,Harbor,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,20
2019,18,Southeast,2,662,"BUNCO, GRAND THEFT",22
2018,16,Foothill,2,438,RECKLESS DRIVING,2
2012,17,Devonshire,2,666,"BUNCO, ATTEMPT",2
2010,18,Southeast,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),94
2013,05,Harbor,2,840,"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",3
2012,18,Southeast,2,888,TRESPASSING,31
2014,01,Central,1,121,"RAPE, FORCIBLE",67
2018,20,Olympic,2,763,STALKING,8
2019,08,West LA,2,237,CHILD NEGLECT (SEE 300 W.I.C.),3
2018,03,Southwest,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,442
2018,02,Rampart,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),37
2018,11,Northeast,1,352,PICKPOCKET,5
2016,19,Mission,2,949,ILLEGAL DUMPING,3
2016,11,Northeast,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),236
2013,18,Southeast,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),263
2015,18,Southeast,2,649,DOCUMENT FORGERY / STOLEN FELONY,54
2014,17,Devonshire,1,310,BURGLARY,823
2018,12,77th Street,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,3
2018,15,N Hollywood,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",14
2012,05,Harbor,1,440,THEFT PLAIN - PETTY ($950 & UNDER),814
2010,11,Northeast,1,351,PURSE SNATCHING,8
2013,18,Southeast,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",26
2012,13,Newton,1,820,ORAL COPULATION,12
2012,10,West Valley,2,870,CHILD ABANDONMENT,1
2012,02,Rampart,2,237,CHILD NEGLECT (SEE 300 W.I.C.),43
2016,16,Foothill,1,251,SHOTS FIRED AT INHABITED DWELLING,10
2014,21,Topanga,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1
2012,20,Olympic,1,220,ATTEMPTED ROBBERY,64
2019,07,Wilshire,2,762,LEWD CONDUCT,7
2018,20,Olympic,1,310,BURGLARY,586
2019,02,Rampart,1,351,PURSE SNATCHING,5
2018,20,Olympic,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),476
2015,20,Olympic,2,437,RESISTING ARREST,5
2012,12,77th Street,1,510,VEHICLE - STOLEN,1097
2015,10,West Valley,2,910,KIDNAPPING,5
2011,20,Olympic,1,761,BRANDISH WEAPON,24
2016,05,Harbor,2,932,PEEPING TOM,3
2019,19,Mission,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",216
2017,09,Van Nuys,2,952,ABORTION/ILLEGAL,1
2013,19,Mission,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),130
2011,08,West LA,1,121,"RAPE, FORCIBLE",31
2011,06,Hollywood,1,440,THEFT PLAIN - PETTY ($950 & UNDER),909
2019,21,Topanga,2,890,FAILURE TO YIELD,6
2012,02,Rampart,1,251,SHOTS FIRED AT INHABITED DWELLING,9
2011,21,Topanga,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,5
2019,19,Mission,1,471,TILL TAP - PETTY ($950 & UNDER),1
2016,01,Central,1,352,PICKPOCKET,28
2015,08,West LA,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,180
2018,13,Newton,2,438,RECKLESS DRIVING,2
2017,17,Devonshire,2,946,OTHER MISCELLANEOUS CRIME,73
2010,20,Olympic,2,625,OTHER ASSAULT,8
2015,09,Van Nuys,1,320,"BURGLARY, ATTEMPTED",66
2012,15,N Hollywood,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",529
2017,19,Mission,2,753,DISCHARGE FIREARMS/SHOTS FIRED,16
2015,17,Devonshire,2,910,KIDNAPPING,7
2013,16,Foothill,2,940,EXTORTION,3
2014,13,Newton,2,437,RESISTING ARREST,16
2019,16,Foothill,2,890,FAILURE TO YIELD,14
2018,08,West LA,1,440,THEFT PLAIN - PETTY ($950 & UNDER),721
2019,11,Northeast,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,198
2018,16,Foothill,2,886,DISTURBING THE PEACE,10
2013,12,77th Street,1,480,BIKE - STOLEN,8
2016,11,Northeast,2,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,1
2017,16,Foothill,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2
2012,12,77th Street,1,251,SHOTS FIRED AT INHABITED DWELLING,40
2018,02,Rampart,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,154
2014,07,Wilshire,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,5
2017,03,Southwest,2,954,CONTRIBUTING,2
2013,04,Hollenbeck,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),3
2016,21,Topanga,1,443,SHOPLIFTING - ATTEMPT,5
2011,10,West Valley,1,310,BURGLARY,904
2015,19,Mission,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,103
2018,07,Wilshire,2,931,"REPLICA FIREARMS(SALE,DISPLAY,MANUFACTURE OR DISTRIBUTE)",1
2019,18,Southeast,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,23
2015,20,Olympic,1,122,"RAPE, ATTEMPTED",9
2012,13,Newton,2,660,COUNTERFEIT,3
2010,11,Northeast,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),219
2014,09,Van Nuys,2,354,THEFT OF IDENTITY,834
2011,10,West Valley,2,625,OTHER ASSAULT,4
2015,02,Rampart,1,444,DISHONEST EMPLOYEE - PETTY THEFT,1
2017,11,Northeast,2,886,DISTURBING THE PEACE,57
2013,21,Topanga,2,762,LEWD CONDUCT,6
2010,01,Central,2,756,WEAPONS POSSESSION/BOMBING,2
2019,15,N Hollywood,1,122,"RAPE, ATTEMPTED",5
2010,02,Rampart,2,623,BATTERY POLICE (SIMPLE),11
2017,04,Hollenbeck,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,18
2016,06,Hollywood,2,623,BATTERY POLICE (SIMPLE),47
2018,13,Newton,1,443,SHOPLIFTING - ATTEMPT,2
2012,21,Topanga,1,345,DISHONEST EMPLOYEE - GRAND THEFT,1
2013,11,Northeast,2,901,VIOLATION OF RESTRAINING ORDER,77
2016,05,Harbor,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",23
2013,08,West LA,2,756,WEAPONS POSSESSION/BOMBING,1
2018,04,Hollenbeck,2,625,OTHER ASSAULT,50
2012,12,77th Street,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,595
2018,01,Central,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,20
2016,09,Van Nuys,2,439,FALSE POLICE REPORT,4
2013,15,N Hollywood,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),5
2012,03,Southwest,2,850,INDECENT EXPOSURE,15
2011,09,Van Nuys,1,110,CRIMINAL HOMICIDE,5
2016,06,Hollywood,2,813,CHILD ANNOYING (17YRS & UNDER),5
2017,02,Rampart,2,928,THREATENING PHONE CALLS/LETTERS,17
2015,16,Foothill,2,886,DISTURBING THE PEACE,8
2019,16,Foothill,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,7
2012,19,Mission,2,625,OTHER ASSAULT,1
2011,12,77th Street,2,661,UNAUTHORIZED COMPUTER ACCESS,3
2013,14,Pacific,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,10
2012,04,Hollenbeck,1,110,CRIMINAL HOMICIDE,19
2015,16,Foothill,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),198
2010,05,Harbor,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",9
2018,21,Topanga,2,237,CHILD NEGLECT (SEE 300 W.I.C.),12
2019,21,Topanga,2,943,CRUELTY TO ANIMALS,3
2019,21,Topanga,1,510,VEHICLE - STOLEN,502
2018,09,Van Nuys,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,6
2012,08,West LA,2,439,FALSE POLICE REPORT,1
2016,12,77th Street,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1390
2019,19,Mission,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,15
2018,21,Topanga,1,121,"RAPE, FORCIBLE",51
2013,18,Southeast,1,440,THEFT PLAIN - PETTY ($950 & UNDER),530
2010,15,N Hollywood,2,850,INDECENT EXPOSURE,19
2016,09,Van Nuys,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),214
2013,13,Newton,2,910,KIDNAPPING,13
2015,09,Van Nuys,2,920,KIDNAPPING - GRAND ATTEMPT,4
2013,14,Pacific,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,4
2019,18,Southeast,1,648,ARSON,31
2015,08,West LA,1,251,SHOTS FIRED AT INHABITED DWELLING,2
2015,01,Central,2,762,LEWD CONDUCT,13
2017,19,Mission,1,440,THEFT PLAIN - PETTY ($950 & UNDER),515
2014,01,Central,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,26
2016,09,Van Nuys,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,18
2010,14,Pacific,2,890,FAILURE TO YIELD,1
2010,07,Wilshire,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,265
2018,21,Topanga,1,761,BRANDISH WEAPON,96
2017,21,Topanga,2,903,CONTEMPT OF COURT,2
2019,01,Central,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",4
2017,13,Newton,1,520,VEHICLE - ATTEMPT STOLEN,16
2016,14,Pacific,2,940,EXTORTION,12
2018,10,West Valley,1,210,ROBBERY,246
2015,17,Devonshire,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",9
2017,01,Central,2,920,KIDNAPPING - GRAND ATTEMPT,2
2013,16,Foothill,2,840,"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",1
2017,01,Central,1,121,"RAPE, FORCIBLE",98
2015,15,N Hollywood,2,439,FALSE POLICE REPORT,1
2016,18,Southeast,2,237,CHILD NEGLECT (SEE 300 W.I.C.),21
2014,08,West LA,2,649,DOCUMENT FORGERY / STOLEN FELONY,154
2015,16,Foothill,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",21
2011,07,Wilshire,2,753,DISCHARGE FIREARMS/SHOTS FIRED,5
2013,05,Harbor,1,330,BURGLARY FROM VEHICLE,542
2015,04,Hollenbeck,1,520,VEHICLE - ATTEMPT STOLEN,22
2017,03,Southwest,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),615
2010,02,Rampart,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,8
2018,04,Hollenbeck,1,121,"RAPE, FORCIBLE",54
2012,18,Southeast,1,351,PURSE SNATCHING,5
2010,09,Van Nuys,2,438,RECKLESS DRIVING,1
2013,03,Southwest,2,860,BATTERY WITH SEXUAL CONTACT,75
2010,20,Olympic,1,440,THEFT PLAIN - PETTY ($950 & UNDER),349
2017,16,Foothill,1,761,BRANDISH WEAPON,73
2010,11,Northeast,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",6
2012,04,Hollenbeck,2,940,EXTORTION,3
2016,06,Hollywood,2,814,CHILD PORNOGRAPHY,1
2014,12,77th Street,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",65
2018,04,Hollenbeck,2,647,THROWING OBJECT AT MOVING VEHICLE,8
2019,17,Devonshire,2,943,CRUELTY TO ANIMALS,1
2017,04,Hollenbeck,1,761,BRANDISH WEAPON,124
2011,08,West LA,2,762,LEWD CONDUCT,5
2017,15,N Hollywood,2,662,"BUNCO, GRAND THEFT",79
2012,04,Hollenbeck,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",56
2017,01,Central,1,441,THEFT PLAIN - ATTEMPT,7
2014,07,Wilshire,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",219
2014,06,Hollywood,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,179
2016,06,Hollywood,2,622,BATTERY ON A FIREFIGHTER,2
2014,11,Northeast,2,651,DOCUMENT WORTHLESS ($200.01 & OVER),1
2013,21,Topanga,1,210,ROBBERY,143
2017,10,West Valley,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,11
2010,10,West Valley,2,647,THROWING OBJECT AT MOVING VEHICLE,8
2016,20,Olympic,2,661,UNAUTHORIZED COMPUTER ACCESS,5
2012,03,Southwest,1,510,VEHICLE - STOLEN,834
2019,11,Northeast,2,943,CRUELTY TO ANIMALS,2
2018,11,Northeast,2,437,RESISTING ARREST,3
2018,16,Foothill,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,4
2010,05,Harbor,1,251,SHOTS FIRED AT INHABITED DWELLING,25
2016,14,Pacific,2,933,PROWLER,1
2014,05,Harbor,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,67
2014,09,Van Nuys,2,860,BATTERY WITH SEXUAL CONTACT,75
2011,12,77th Street,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,49
2015,14,Pacific,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,3
2017,03,Southwest,2,910,KIDNAPPING,11
2015,11,Northeast,1,122,"RAPE, ATTEMPTED",2
2017,10,West Valley,2,649,DOCUMENT FORGERY / STOLEN FELONY,149
2011,08,West LA,1,648,ARSON,7
2015,09,Van Nuys,2,933,PROWLER,3
2014,03,Southwest,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341
2010,21,Topanga,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2
2015,10,West Valley,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,478
2018,01,Central,2,814,CHILD PORNOGRAPHY,2
2014,06,Hollywood,1,210,ROBBERY,331
2015,07,Wilshire,2,237,CHILD NEGLECT (SEE 300 W.I.C.),14
2014,15,N Hollywood,2,888,TRESPASSING,117
2019,20,Olympic,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),48
2011,13,Newton,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,49
2012,13,Newton,2,439,FALSE POLICE REPORT,2
2014,04,Hollenbeck,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),319
2017,14,Pacific,2,649,DOCUMENT FORGERY / STOLEN FELONY,170
2015,06,Hollywood,1,480,BIKE - STOLEN,116
2019,14,Pacific,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,3
2013,17,Devonshire,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",6
2016,13,Newton,2,753,DISCHARGE FIREARMS/SHOTS FIRED,55
2019,16,Foothill,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,4
2012,13,Newton,1,220,ATTEMPTED ROBBERY,110
2019,18,Southeast,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",2
2017,12,77th Street,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),90
2019,15,N Hollywood,2,813,CHILD ANNOYING (17YRS & UNDER),16
2013,08,West LA,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",7
2019,05,Harbor,1,121,"RAPE, FORCIBLE",30
2019,20,Olympic,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2
2016,07,Wilshire,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",6
2014,17,Devonshire,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,5
2018,12,77th Street,2,664,"BUNCO, PETTY THEFT",46
2017,15,N Hollywood,1,443,SHOPLIFTING - ATTEMPT,2
2013,10,West Valley,2,438,RECKLESS DRIVING,1
2010,04,Hollenbeck,2,806,PANDERING,4
2017,07,Wilshire,1,520,VEHICLE - ATTEMPT STOLEN,5
2015,21,Topanga,2,666,"BUNCO, ATTEMPT",2
2010,16,Foothill,2,946,OTHER MISCELLANEOUS CRIME,77
2017,18,Southeast,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,869
2019,11,Northeast,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",20
2014,12,77th Street,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2
2016,19,Mission,2,900,VIOLATION OF COURT ORDER,144
2014,16,Foothill,2,949,ILLEGAL DUMPING,5
2019,12,77th Street,2,870,CHILD ABANDONMENT,4
2012,21,Topanga,2,660,COUNTERFEIT,17
2017,09,Van Nuys,1,121,"RAPE, FORCIBLE",54
2019,12,77th Street,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",1
2012,19,Mission,1,761,BRANDISH WEAPON,27
2019,19,Mission,2,624,BATTERY - SIMPLE ASSAULT,682
2011,15,N Hollywood,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",538
2017,08,West LA,1,251,SHOTS FIRED AT INHABITED DWELLING,1
2011,01,Central,1,350,"THEFT, PERSON",112
2014,21,Topanga,2,438,RECKLESS DRIVING,1
2019,02,Rampart,1,320,"BURGLARY, ATTEMPTED",30
2013,15,N Hollywood,2,910,KIDNAPPING,6
2012,02,Rampart,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,39
2017,05,Harbor,2,920,KIDNAPPING - GRAND ATTEMPT,3
2019,14,Pacific,1,471,TILL TAP - PETTY ($950 & UNDER),1
2011,10,West Valley,2,860,BATTERY WITH SEXUAL CONTACT,48
2011,16,Foothill,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,4
2012,14,Pacific,2,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",1
2018,04,Hollenbeck,2,910,KIDNAPPING,8
2014,03,Southwest,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",4
2018,10,West Valley,2,437,RESISTING ARREST,19
2016,04,Hollenbeck,1,761,BRANDISH WEAPON,92
2013,14,Pacific,2,910,KIDNAPPING,4
2014,12,77th Street,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),765
2010,05,Harbor,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,8
2010,07,Wilshire,1,220,ATTEMPTED ROBBERY,33
2016,01,Central,2,870,CHILD ABANDONMENT,1
2010,13,Newton,2,910,KIDNAPPING,13
2015,21,Topanga,1,450,THEFT FROM PERSON - ATTEMPT,2
2019,02,Rampart,2,932,PEEPING TOM,2
2014,15,N Hollywood,1,510,VEHICLE - STOLEN,619
2013,20,Olympic,1,441,THEFT PLAIN - ATTEMPT,4
2011,11,Northeast,1,441,THEFT PLAIN - ATTEMPT,7
2010,12,77th Street,2,347,GRAND THEFT / INSURANCE FRAUD,20
2017,13,Newton,2,625,OTHER ASSAULT,20
2014,17,Devonshire,2,439,FALSE POLICE REPORT,1
2019,01,Central,2,903,CONTEMPT OF COURT,3
2012,17,Devonshire,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),1
2010,10,West Valley,2,932,PEEPING TOM,8
2019,06,Hollywood,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",6
2017,02,Rampart,1,510,VEHICLE - STOLEN,700
2018,16,Foothill,2,763,STALKING,2
2011,03,Southwest,2,763,STALKING,12
2017,07,Wilshire,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",439
2011,03,Southwest,2,949,ILLEGAL DUMPING,1
2012,14,Pacific,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),35
2017,19,Mission,1,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",3
2018,11,Northeast,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,9
2013,17,Devonshire,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1
2010,15,N Hollywood,2,625,OTHER ASSAULT,14
2010,17,Devonshire,1,443,SHOPLIFTING - ATTEMPT,1
2015,15,N Hollywood,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",103
2012,07,Wilshire,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,5
2015,03,Southwest,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1
2017,08,West LA,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,4
2011,05,Harbor,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),59
2017,21,Topanga,1,345,DISHONEST EMPLOYEE - GRAND THEFT,6
2017,04,Hollenbeck,1,330,BURGLARY FROM VEHICLE,485
2018,11,Northeast,2,661,UNAUTHORIZED COMPUTER ACCESS,6
2010,07,Wilshire,2,762,LEWD CONDUCT,2
2019,15,N Hollywood,2,625,OTHER ASSAULT,58
2017,14,Pacific,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,438
2011,21,Topanga,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",14
2012,18,Southeast,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,9
2014,07,Wilshire,2,860,BATTERY WITH SEXUAL CONTACT,50
2014,04,Hollenbeck,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2
2011,19,Mission,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",136
2016,01,Central,2,652,DOCUMENT WORTHLESS ($200 & UNDER),2
2018,18,Southeast,1,220,ATTEMPTED ROBBERY,115
2018,15,N Hollywood,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",58
2013,05,Harbor,1,251,SHOTS FIRED AT INHABITED DWELLING,24
2017,20,Olympic,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1
2019,13,Newton,2,932,PEEPING TOM,2
2011,16,Foothill,1,440,THEFT PLAIN - PETTY ($950 & UNDER),376
2010,20,Olympic,1,350,"THEFT, PERSON",60
2013,01,Central,2,755,BOMB SCARE,17
2013,21,Topanga,2,805,PIMPING,1
2013,13,Newton,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",17
2010,13,Newton,2,954,CONTRIBUTING,1
2018,20,Olympic,2,943,CRUELTY TO ANIMALS,3
2012,08,West LA,1,121,"RAPE, FORCIBLE",33
2016,18,Southeast,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",15
2015,07,Wilshire,2,649,DOCUMENT FORGERY / STOLEN FELONY,101
2015,07,Wilshire,2,805,PIMPING,2
2011,18,Southeast,2,437,RESISTING ARREST,23
2011,15,N Hollywood,2,922,CHILD STEALING,7
2011,07,Wilshire,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",285
2010,15,N Hollywood,2,903,CONTEMPT OF COURT,1
2017,19,Mission,2,860,BATTERY WITH SEXUAL CONTACT,57
2016,16,Foothill,1,330,BURGLARY FROM VEHICLE,490
2010,02,Rampart,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",57
2016,06,Hollywood,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,15
2016,11,Northeast,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,11
2012,19,Mission,2,946,OTHER MISCELLANEOUS CRIME,91
2016,20,Olympic,2,437,RESISTING ARREST,10
2019,17,Devonshire,2,755,BOMB SCARE,3
2018,14,Pacific,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",9
2014,11,Northeast,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,307
2013,11,Northeast,2,662,"BUNCO, GRAND THEFT",25
