DATE OCC,AREA,AREA NAME,Part 1-2,Crm Cd,Crm Cd Desc,DR_NO
2021,08,West LA,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),278
2021,21,Topanga,1,440,THEFT PLAIN - PETTY ($950 & UNDER),449
2021,01,Central,2,437,RESISTING ARREST,26
2021,09,Van Nuys,1,648,ARSON,22
2020,02,Rampart,1,251,SHOTS FIRED AT INHABITED DWELLING,20
2022,03,Southwest,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",6
2020,06,Hollywood,2,437,RESISTING ARREST,16
2021,09,Van Nuys,2,886,DISTURBING THE PEACE,6
2021,11,Northeast,1,330,BURGLARY FROM VEHICLE,615
2021,17,Devonshire,2,900,VIOLATION OF COURT ORDER,101
2022,13,Newton,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",1
2020,02,Rampart,2,850,INDECENT EXPOSURE,18
2022,07,Wilshire,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,60
2021,12,77th Street,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",11
2020,11,Northeast,1,320,"BURGLARY, ATTEMPTED",47
2020,03,Southwest,2,940,EXTORTION,37
2021,14,Pacific,2,928,THREATENING PHONE CALLS/LETTERS,3
2021,21,Topanga,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,1
2020,07,Wilshire,2,949,ILLEGAL DUMPING,1
2021,02,Rampart,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",1
2020,18,Southeast,1,320,"BURGLARY, ATTEMPTED",33
2022,21,Topanga,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,4
2021,08,West LA,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1
2022,06,Hollywood,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),319
2020,18,Southeast,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2
2020,21,Topanga,2,922,CHILD STEALING,5
2021,13,Newton,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1
2020,12,77th Street,2,624,BATTERY - SIMPLE ASSAULT,985
2022,18,Southeast,2,840,"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",1
2020,17,Devonshire,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",3
2021,01,Central,1,820,ORAL COPULATION,18
2020,06,Hollywood,2,943,CRUELTY TO ANIMALS,1
2021,03,Southwest,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2
2021,10,West Valley,2,436,LYNCHING - ATTEMPTED,1
2021,05,Harbor,2,666,"BUNCO, ATTEMPT",12
2021,16,Foothill,1,480,BIKE - STOLEN,5
2022,20,Olympic,2,622,BATTERY ON A FIREFIGHTER,3
2021,12,77th Street,1,350,"THEFT, PERSON",92
2021,04,Hollenbeck,2,666,"BUNCO, ATTEMPT",2
2020,08,West LA,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",6
2021,12,77th Street,2,886,DISTURBING THE PEACE,7
2022,01,Central,2,434,FALSE IMPRISONMENT,13
2020,14,Pacific,2,624,BATTERY - SIMPLE ASSAULT,754
2020,07,Wilshire,1,440,THEFT PLAIN - PETTY ($950 & UNDER),659
2021,14,Pacific,1,443,SHOPLIFTING - ATTEMPT,1
2021,02,Rampart,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,590
2020,05,Harbor,1,470,TILL TAP - GRAND THEFT ($950.01 & OVER),1
2022,12,77th Street,2,940,EXTORTION,20
2021,05,Harbor,2,664,"BUNCO, PETTY THEFT",11
2021,10,West Valley,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,3
2022,04,Hollenbeck,1,350,"THEFT, PERSON",11
2020,10,West Valley,2,860,BATTERY WITH SEXUAL CONTACT,35
2020,12,77th Street,2,237,CHILD NEGLECT (SEE 300 W.I.C.),34
2022,17,Devonshire,1,110,CRIMINAL HOMICIDE,7
2020,18,Southeast,2,928,THREATENING PHONE CALLS/LETTERS,10
2020,14,Pacific,2,933,PROWLER,7
2021,16,Foothill,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),96
2021,03,Southwest,2,903,CONTEMPT OF COURT,1
2020,04,Hollenbeck,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",534
2021,14,Pacific,2,439,FALSE POLICE REPORT,2
2021,21,Topanga,1,122,"RAPE, ATTEMPTED",6
2022,06,Hollywood,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),235
2020,02,Rampart,2,438,RECKLESS DRIVING,2
2022,04,Hollenbeck,2,439,FALSE POLICE REPORT,1
2021,03,Southwest,1,522,"VEHICLE - MOTORIZED SCOOTERS, BICYCLES, AND WHEELCHAIRS",68
2022,13,Newton,1,520,VEHICLE - ATTEMPT STOLEN,27
2022,20,Olympic,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),280
2021,15,N Hollywood,2,954,CONTRIBUTING,1
2020,07,Wilshire,1,648,ARSON,41
2020,11,Northeast,2,932,PEEPING TOM,7
2021,11,Northeast,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,12
2021,02,Rampart,2,901,VIOLATION OF RESTRAINING ORDER,81
2022,14,Pacific,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",661
2021,11,Northeast,2,943,CRUELTY TO ANIMALS,3
2020,15,N Hollywood,2,940,EXTORTION,27
2022,16,Foothill,2,922,CHILD STEALING,2
2021,11,Northeast,1,350,"THEFT, PERSON",25
2021,11,Northeast,2,763,STALKING,5
2022,17,Devonshire,2,664,"BUNCO, PETTY THEFT",26
2021,18,Southeast,2,813,CHILD ANNOYING (17YRS & UNDER),12
2020,14,Pacific,1,350,"THEFT, PERSON",19
2022,03,Southwest,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",71
2022,17,Devonshire,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,11
2021,10,West Valley,2,756,WEAPONS POSSESSION/BOMBING,1
2021,08,West LA,1,345,DISHONEST EMPLOYEE - GRAND THEFT,2
2022,06,Hollywood,1,320,"BURGLARY, ATTEMPTED",30
2021,09,Van Nuys,1,345,DISHONEST EMPLOYEE - GRAND THEFT,1
2021,06,Hollywood,1,510,VEHICLE - STOLEN,897
2020,15,N Hollywood,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",39
2021,19,Mission,1,480,BIKE - STOLEN,25
2021,20,Olympic,1,210,ROBBERY,431
2020,13,Newton,1,220,ATTEMPTED ROBBERY,75
2021,04,Hollenbeck,2,910,KIDNAPPING,7
2022,17,Devonshire,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",3
2021,05,Harbor,1,761,BRANDISH WEAPON,171
2020,06,Hollywood,1,450,THEFT FROM PERSON - ATTEMPT,1
2020,14,Pacific,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,24
2021,14,Pacific,2,237,CHILD NEGLECT (SEE 300 W.I.C.),5
2022,16,Foothill,2,434,FALSE IMPRISONMENT,4
2020,07,Wilshire,2,940,EXTORTION,24
2022,11,Northeast,1,520,VEHICLE - ATTEMPT STOLEN,42
2021,03,Southwest,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,635
2022,12,77th Street,2,438,RECKLESS DRIVING,4
2020,08,West LA,2,623,BATTERY POLICE (SIMPLE),7
2022,07,Wilshire,2,649,DOCUMENT FORGERY / STOLEN FELONY,35
2020,07,Wilshire,2,347,GRAND THEFT / INSURANCE FRAUD,1
2021,21,Topanga,1,320,"BURGLARY, ATTEMPTED",44
2022,17,Devonshire,2,647,THROWING OBJECT AT MOVING VEHICLE,8
2020,10,West Valley,2,647,THROWING OBJECT AT MOVING VEHICLE,6
2021,15,N Hollywood,2,753,DISCHARGE FIREARMS/SHOTS FIRED,23
2021,13,Newton,2,756,WEAPONS POSSESSION/BOMBING,2
2021,18,Southeast,2,900,VIOLATION OF COURT ORDER,67
2022,16,Foothill,2,649,DOCUMENT FORGERY / STOLEN FELONY,22
2021,21,Topanga,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",3
2020,10,West Valley,2,625,OTHER ASSAULT,45
2021,04,Hollenbeck,2,940,EXTORTION,14
2021,13,Newton,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",246
2020,14,Pacific,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,3
2021,18,Southeast,1,648,ARSON,40
2022,10,West Valley,1,122,"RAPE, ATTEMPTED",5
2022,09,Van Nuys,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,6
2022,06,Hollywood,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,9
2022,08,West LA,2,949,ILLEGAL DUMPING,3
2022,12,77th Street,2,434,FALSE IMPRISONMENT,4
2022,07,Wilshire,2,860,BATTERY WITH SEXUAL CONTACT,42
2020,20,Olympic,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,13
2020,03,Southwest,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",5
2020,08,West LA,2,625,OTHER ASSAULT,56
2020,08,West LA,2,753,DISCHARGE FIREARMS/SHOTS FIRED,4
2022,12,77th Street,2,237,CHILD NEGLECT (SEE 300 W.I.C.),12
2022,12,77th Street,2,662,"BUNCO, GRAND THEFT",27
2022,14,Pacific,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,29
2022,02,Rampart,1,351,PURSE SNATCHING,3
2020,06,Hollywood,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),6
2021,04,Hollenbeck,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,21
2020,02,Rampart,2,805,PIMPING,1
2022,13,Newton,1,220,ATTEMPTED ROBBERY,94
2020,03,Southwest,1,210,ROBBERY,486
2022,12,77th Street,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,331
2022,15,N Hollywood,2,660,COUNTERFEIT,1
2021,19,Mission,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),391
2020,03,Southwest,2,237,CHILD NEGLECT (SEE 300 W.I.C.),18
2020,07,Wilshire,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",4
2021,20,Olympic,2,813,CHILD ANNOYING (17YRS & UNDER),8
2020,11,Northeast,2,666,"BUNCO, ATTEMPT",5
2022,02,Rampart,1,510,VEHICLE - STOLEN,1144
2022,07,Wilshire,2,763,STALKING,11
2021,06,Hollywood,2,901,VIOLATION OF RESTRAINING ORDER,106
2022,18,Southeast,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,8
2021,05,Harbor,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2
2020,15,N Hollywood,2,886,DISTURBING THE PEACE,32
2020,21,Topanga,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,4
2021,08,West LA,2,943,CRUELTY TO ANIMALS,4
2022,19,Mission,2,886,DISTURBING THE PEACE,11
2020,17,Devonshire,1,480,BIKE - STOLEN,22
2022,04,Hollenbeck,1,440,THEFT PLAIN - PETTY ($950 & UNDER),267
2020,09,Van Nuys,2,901,VIOLATION OF RESTRAINING ORDER,73
2021,05,Harbor,2,625,OTHER ASSAULT,34
2020,17,Devonshire,1,510,VEHICLE - STOLEN,700
2020,17,Devonshire,2,944,CONSPIRACY,1
2020,07,Wilshire,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),6
2022,11,Northeast,2,763,STALKING,12
2020,01,Central,1,220,ATTEMPTED ROBBERY,92
2020,10,West Valley,1,820,ORAL COPULATION,9
2022,17,Devonshire,2,850,INDECENT EXPOSURE,7
2020,14,Pacific,2,354,THEFT OF IDENTITY,448
2020,13,Newton,1,820,ORAL COPULATION,7
2021,12,77th Street,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",68
2020,05,Harbor,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2
2020,16,Foothill,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,4
2021,14,Pacific,2,652,DOCUMENT WORTHLESS ($200 & UNDER),2
2022,20,Olympic,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),93
2022,05,Harbor,2,850,INDECENT EXPOSURE,10
2022,07,Wilshire,2,624,BATTERY - SIMPLE ASSAULT,721
2021,11,Northeast,2,753,DISCHARGE FIREARMS/SHOTS FIRED,55
2022,14,Pacific,2,623,BATTERY POLICE (SIMPLE),22
2021,02,Rampart,2,438,RECKLESS DRIVING,2
2020,05,Harbor,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,3
2022,13,Newton,2,813,CHILD ANNOYING (17YRS & UNDER),18
2021,20,Olympic,1,350,"THEFT, PERSON",60
2022,10,West Valley,2,888,TRESPASSING,144
2021,02,Rampart,2,437,RESISTING ARREST,5
2021,05,Harbor,2,940,EXTORTION,11
2022,05,Harbor,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",11
2020,07,Wilshire,2,932,PEEPING TOM,4
2020,04,Hollenbeck,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2
2020,05,Harbor,2,943,CRUELTY TO ANIMALS,2
2021,03,Southwest,2,814,CHILD PORNOGRAPHY,5
2022,18,Southeast,2,623,BATTERY POLICE (SIMPLE),48
2020,08,West LA,2,814,CHILD PORNOGRAPHY,1
2021,09,Van Nuys,1,220,ATTEMPTED ROBBERY,18
2020,04,Hollenbeck,2,625,OTHER ASSAULT,42
2022,20,Olympic,2,943,CRUELTY TO ANIMALS,2
2021,19,Mission,1,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",1
2021,02,Rampart,2,910,KIDNAPPING,11
2022,18,Southeast,2,949,ILLEGAL DUMPING,2
2022,16,Foothill,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1
2021,04,Hollenbeck,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",575
2021,14,Pacific,2,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,1
2022,04,Hollenbeck,2,762,LEWD CONDUCT,3
2020,12,77th Street,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",20
2022,09,Van Nuys,1,310,BURGLARY,789
2020,05,Harbor,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",10
2021,09,Van Nuys,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),452
2021,10,West Valley,1,110,CRIMINAL HOMICIDE,8
2022,11,Northeast,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",1
2020,08,West LA,2,860,BATTERY WITH SEXUAL CONTACT,72
2021,01,Central,1,351,PURSE SNATCHING,1
2022,06,Hollywood,2,647,THROWING OBJECT AT MOVING VEHICLE,11
2020,16,Foothill,2,814,CHILD PORNOGRAPHY,2
2021,20,Olympic,1,330,BURGLARY FROM VEHICLE,691
2021,15,N Hollywood,1,450,THEFT FROM PERSON - ATTEMPT,1
2022,03,Southwest,2,666,"BUNCO, ATTEMPT",8
2022,14,Pacific,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,6
2020,07,Wilshire,1,122,"RAPE, ATTEMPTED",1
2020,15,N Hollywood,2,434,FALSE IMPRISONMENT,3
2022,16,Foothill,1,820,ORAL COPULATION,4
2021,11,Northeast,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),12
2022,08,West LA,2,625,OTHER ASSAULT,61
2022,02,Rampart,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",14
2021,06,Hollywood,2,944,CONSPIRACY,1
2020,15,N Hollywood,2,943,CRUELTY TO ANIMALS,2
2022,19,Mission,2,237,CHILD NEGLECT (SEE 300 W.I.C.),24
2020,06,Hollywood,1,520,VEHICLE - ATTEMPT STOLEN,11
2021,01,Central,2,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,2
2022,08,West LA,1,444,DISHONEST EMPLOYEE - PETTY THEFT,2
2022,21,Topanga,2,763,STALKING,9
2022,20,Olympic,2,940,EXTORTION,24
2022,15,N Hollywood,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",2
2020,04,Hollenbeck,2,932,PEEPING TOM,3
2022,09,Van Nuys,2,647,THROWING OBJECT AT MOVING VEHICLE,3
2020,12,77th Street,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),579
2020,08,West LA,2,354,THEFT OF IDENTITY,655
2021,01,Central,2,649,DOCUMENT FORGERY / STOLEN FELONY,14
2022,15,N Hollywood,1,351,PURSE SNATCHING,1
2020,19,Mission,1,121,"RAPE, FORCIBLE",42
2020,19,Mission,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",443
2022,09,Van Nuys,2,755,BOMB SCARE,3
2021,04,Hollenbeck,1,110,CRIMINAL HOMICIDE,39
2021,03,Southwest,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),250
2020,08,West LA,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,168
2020,04,Hollenbeck,2,949,ILLEGAL DUMPING,1
2022,11,Northeast,2,886,DISTURBING THE PEACE,22
2020,10,West Valley,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",504
2021,18,Southeast,2,886,DISTURBING THE PEACE,10
2020,05,Harbor,1,350,"THEFT, PERSON",31
2022,21,Topanga,2,434,FALSE IMPRISONMENT,3
2022,10,West Valley,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",8
2022,12,77th Street,1,487,BOAT - STOLEN,2
2022,17,Devonshire,2,900,VIOLATION OF COURT ORDER,67
2022,11,Northeast,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,3
2020,07,Wilshire,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",352
2022,01,Central,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,9
2022,10,West Valley,1,820,ORAL COPULATION,5
2021,07,Wilshire,1,441,THEFT PLAIN - ATTEMPT,1
2020,14,Pacific,2,865,"DRUGS, TO A MINOR",2
2021,08,West LA,2,623,BATTERY POLICE (SIMPLE),8
2020,08,West LA,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2
2022,21,Topanga,1,251,SHOTS FIRED AT INHABITED DWELLING,12
2022,04,Hollenbeck,2,434,FALSE IMPRISONMENT,5
2022,18,Southeast,2,814,CHILD PORNOGRAPHY,1
2022,19,Mission,1,352,PICKPOCKET,3
2022,07,Wilshire,2,901,VIOLATION OF RESTRAINING ORDER,112
2020,13,Newton,2,666,"BUNCO, ATTEMPT",2
2021,14,Pacific,2,660,COUNTERFEIT,1
2022,03,Southwest,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,17
2022,18,Southeast,2,649,DOCUMENT FORGERY / STOLEN FELONY,12
2020,14,Pacific,2,756,WEAPONS POSSESSION/BOMBING,1
2021,19,Mission,2,901,VIOLATION OF RESTRAINING ORDER,259
2022,06,Hollywood,2,928,THREATENING PHONE CALLS/LETTERS,4
2020,07,Wilshire,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),401
2022,16,Foothill,2,850,INDECENT EXPOSURE,28
2022,06,Hollywood,1,520,VEHICLE - ATTEMPT STOLEN,18
2022,12,77th Street,2,860,BATTERY WITH SEXUAL CONTACT,51
2020,15,N Hollywood,2,933,PROWLER,1
2022,13,Newton,2,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,1
2022,10,West Valley,2,860,BATTERY WITH SEXUAL CONTACT,43
2022,05,Harbor,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,12
2022,02,Rampart,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,544
2021,19,Mission,1,350,"THEFT, PERSON",40
2022,07,Wilshire,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,33
2022,03,Southwest,2,910,KIDNAPPING,12
2021,14,Pacific,1,110,CRIMINAL HOMICIDE,9
2022,05,Harbor,2,624,BATTERY - SIMPLE ASSAULT,666
2020,03,Southwest,2,903,CONTEMPT OF COURT,1
2022,03,Southwest,2,661,UNAUTHORIZED COMPUTER ACCESS,3
2022,05,Harbor,1,820,ORAL COPULATION,8
2021,17,Devonshire,2,886,DISTURBING THE PEACE,16
2022,13,Newton,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,32
2022,16,Foothill,2,903,CONTEMPT OF COURT,89
2020,21,Topanga,1,761,BRANDISH WEAPON,79
2020,14,Pacific,2,946,OTHER MISCELLANEOUS CRIME,147
2021,01,Central,2,928,THREATENING PHONE CALLS/LETTERS,2
2022,21,Topanga,2,662,"BUNCO, GRAND THEFT",88
2020,19,Mission,2,922,CHILD STEALING,3
2021,04,Hollenbeck,1,510,VEHICLE - STOLEN,1260
2020,08,West LA,1,520,VEHICLE - ATTEMPT STOLEN,8
2020,01,Central,2,946,OTHER MISCELLANEOUS CRIME,140
2022,19,Mission,2,900,VIOLATION OF COURT ORDER,89
2020,21,Topanga,2,660,COUNTERFEIT,1
2022,02,Rampart,2,649,DOCUMENT FORGERY / STOLEN FELONY,15
2022,19,Mission,2,661,UNAUTHORIZED COMPUTER ACCESS,7
2022,04,Hollenbeck,2,662,"BUNCO, GRAND THEFT",27
2022,10,West Valley,1,761,BRANDISH WEAPON,123
2020,01,Central,2,666,"BUNCO, ATTEMPT",5
2022,03,Southwest,1,450,THEFT FROM PERSON - ATTEMPT,3
2022,16,Foothill,1,310,BURGLARY,449
2021,13,Newton,2,888,TRESPASSING,50
2021,13,Newton,2,814,CHILD PORNOGRAPHY,3
2021,04,Hollenbeck,2,623,BATTERY POLICE (SIMPLE),21
2022,08,West LA,1,320,"BURGLARY, ATTEMPTED",55
2020,16,Foothill,2,806,PANDERING,1
2021,20,Olympic,2,237,CHILD NEGLECT (SEE 300 W.I.C.),18
2020,09,Van Nuys,1,330,BURGLARY FROM VEHICLE,715
2021,06,Hollywood,2,756,WEAPONS POSSESSION/BOMBING,1
2021,05,Harbor,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,232
2022,15,N Hollywood,2,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,2
2021,15,N Hollywood,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,3
2020,14,Pacific,2,900,VIOLATION OF COURT ORDER,69
2021,06,Hollywood,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,7
2021,07,Wilshire,2,903,CONTEMPT OF COURT,1
2022,05,Harbor,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),22
2020,11,Northeast,1,440,THEFT PLAIN - PETTY ($950 & UNDER),613
2021,02,Rampart,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),430
2020,12,77th Street,2,439,FALSE POLICE REPORT,1
2020,04,Hollenbeck,2,946,OTHER MISCELLANEOUS CRIME,46
2020,10,West Valley,2,888,TRESPASSING,134
2022,12,77th Street,2,753,DISCHARGE FIREARMS/SHOTS FIRED,70
2021,15,N Hollywood,2,437,RESISTING ARREST,2
2022,18,Southeast,1,310,BURGLARY,276
2020,07,Wilshire,2,888,TRESPASSING,182
2020,08,West LA,2,755,BOMB SCARE,2
2022,08,West LA,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),498
2020,03,Southwest,2,660,COUNTERFEIT,3
2021,02,Rampart,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",15
2020,16,Foothill,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),17
2021,18,Southeast,1,820,ORAL COPULATION,16
2022,05,Harbor,1,210,ROBBERY,239
2022,06,Hollywood,2,813,CHILD ANNOYING (17YRS & UNDER),9
2022,07,Wilshire,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),347
2022,01,Central,2,624,BATTERY - SIMPLE ASSAULT,1703
2021,18,Southeast,2,903,CONTEMPT OF COURT,25
2020,12,77th Street,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",821
2021,10,West Valley,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),215
2021,16,Foothill,1,330,BURGLARY FROM VEHICLE,351
2021,13,Newton,2,662,"BUNCO, GRAND THEFT",20
2022,02,Rampart,2,813,CHILD ANNOYING (17YRS & UNDER),13
2021,16,Foothill,1,210,ROBBERY,157
2022,13,Newton,2,860,BATTERY WITH SEXUAL CONTACT,38
2020,18,Southeast,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,84
2022,21,Topanga,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,3
2020,01,Central,1,443,SHOPLIFTING - ATTEMPT,1
2022,06,Hollywood,1,330,BURGLARY FROM VEHICLE,1085
2021,13,Newton,1,520,VEHICLE - ATTEMPT STOLEN,35
2021,17,Devonshire,2,805,PIMPING,1
2021,14,Pacific,2,664,"BUNCO, PETTY THEFT",14
2020,13,Newton,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",37
2022,04,Hollenbeck,2,940,EXTORTION,10
2022,10,West Valley,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",496
2021,19,Mission,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",182
2020,13,Newton,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),44
2021,20,Olympic,2,943,CRUELTY TO ANIMALS,3
2020,08,West LA,2,434,FALSE IMPRISONMENT,4
2020,01,Central,1,320,"BURGLARY, ATTEMPTED",33
2022,02,Rampart,2,237,CHILD NEGLECT (SEE 300 W.I.C.),17
2021,03,Southwest,2,652,DOCUMENT WORTHLESS ($200 & UNDER),2
2020,07,Wilshire,2,901,VIOLATION OF RESTRAINING ORDER,75
2020,01,Central,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),257
2021,06,Hollywood,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,6
2022,17,Devonshire,1,471,TILL TAP - PETTY ($950 & UNDER),1
2021,11,Northeast,1,485,BIKE - ATTEMPTED STOLEN,1
2020,13,Newton,2,880,DISRUPT SCHOOL,1
2021,15,N Hollywood,1,251,SHOTS FIRED AT INHABITED DWELLING,11
2021,10,West Valley,2,910,KIDNAPPING,17
2020,15,N Hollywood,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),16
2021,12,77th Street,2,438,RECKLESS DRIVING,2
2022,03,Southwest,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),279
2021,02,Rampart,1,450,THEFT FROM PERSON - ATTEMPT,1
2022,15,N Hollywood,2,661,UNAUTHORIZED COMPUTER ACCESS,1
2021,04,Hollenbeck,2,651,DOCUMENT WORTHLESS ($200.01 & OVER),2
2020,20,Olympic,1,122,"RAPE, ATTEMPTED",6
2022,05,Harbor,1,441,THEFT PLAIN - ATTEMPT,2
2021,06,Hollywood,1,443,SHOPLIFTING - ATTEMPT,1
2022,01,Central,2,903,CONTEMPT OF COURT,2
